track_id,listens,title,tracks,type,duration,interest,name,genre_top_Blues,genre_top_Classical,genre_top_Country,genre_top_Easy Listening,genre_top_Electronic,genre_top_Experimental,genre_top_Folk,genre_top_Hip-Hop,genre_top_Instrumental,genre_top_International,genre_top_Jazz,genre_top_Old-Time / Historic,genre_top_Pop,genre_top_Rock,genre_top_Soul-RnB,genre_top_Spoken,genre_top_nan,audio_file,feature_vector
408,-0.212104282,split with Sunshine Militant Children's Hour,-0.441993341,Album,-0.099431523,-0.129493392,Borful Tang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408.mp3,"[[-348.33585   -239.22897   -199.44865   ... -291.15375   -288.84448
  -270.36337  ]
 [ 135.12927    199.06734    217.48978   ...  186.91641    184.26837
   171.48901  ]
 [  47.462067    10.312157    -3.086817  ...   59.41431     51.942474
    38.741306 ]
 ...
 [   7.974048    16.646599    16.353695  ...    8.490872    10.867903
    15.188705 ]
 [   9.681427    10.9492655   14.9476185 ...    8.045843    13.736937
    14.564256 ]
 [   8.487544     6.341784    11.033636  ...    6.8289824   10.616941
    12.293715 ]]"
421,-0.181512244,The Definitive Host,-0.033465285,Album,-0.529622107,-0.167671387,Brian Joseph Davis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,421.mp3,"[[-430.74265   -317.42935   -279.90646   ...  -48.625927   -38.175507
   -48.66674  ]
 [ 101.37108    136.25       134.87512   ...  129.47519     99.3419
    96.921875 ]
 [  20.048256    11.159016    13.351383  ...  -28.772715   -20.280602
   -23.782429 ]
 ...
 [ -10.050713    -8.638685    -7.9811745 ...   -9.977876   -10.684399
   -15.51264  ]
 [ -15.215816    -8.791908    -4.2913876 ...   -7.3810453   -8.68635
   -12.642367 ]
 [ -11.490384   -15.240924   -13.978072  ...  -10.231716    -9.569085
   -14.566271 ]]"
424,-0.181512244,The Definitive Host,-0.033465285,Album,-0.66097801,0.040361874,Brian Joseph Davis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424.mp3,"[[-303.38113    -165.16202    -127.804474   ...  -77.141136
   -80.356026    -70.34744   ]
 [ 119.49784     126.02495     119.96068    ...  128.62782
   134.95448     142.54776   ]
 [ -41.07549     -50.554085    -52.17473    ...  -79.38035
   -80.70334     -82.0052    ]
 ...
 [   2.8151991   -12.129673    -16.024317   ...  -15.526366
   -15.724592    -15.299981  ]
 [  -1.7948098    -0.94406503   -1.195855   ...   -2.6241293
    -2.1792877    -3.5409632 ]
 [ -10.592533    -17.246122    -17.032013   ...   -4.8855124
    -7.1686983    -8.937717  ]]"
438,-0.181512244,The Definitive Host,-0.033465285,Album,0.245377723,-0.12186831,Brian Joseph Davis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,438.mp3,"[[-177.30353    -36.875416    -7.158117  ...   39.961567    57.3761
    49.810516 ]
 [  99.54941    107.29391    114.39725   ...   59.07991     42.776283
    43.01478  ]
 [ -39.36157    -41.790676   -41.902565  ...    7.1166897    9.362718
    -0.7154183]
 ...
 [ -10.787557   -13.447003   -10.771124  ...   -8.240227    -9.956945
    -5.6747117]
 [   0.7717026   -1.4266874   -3.3343954 ...   -2.994864    -6.1415434
    -7.9664583]
 [   0.7621534   -6.357631    -9.378563  ...  -12.483019    -6.964471
    -2.9999785]]"
504,-0.215208802,Kohoutek,-0.186663306,Album,-0.115851011,-0.174560254,Celesteville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,504.mp3,"[[-306.34637   -189.43077   -153.07326   ... -122.999115  -115.35409
  -105.137596 ]
 [ 182.7061     226.44946    229.90858   ...  214.23668    205.26831
   177.10785  ]
 [  14.294422   -19.235302   -28.685001  ...  -29.098808   -20.822807
    -6.2999325]
 ...
 [   8.913477     7.28028      6.0434217 ...   -3.899277    -2.7518125
    -1.2749746]
 [   7.577657     1.6535056   -2.4192405 ...   -9.562414    -9.086786
    -3.6932008]
 [ -23.114376   -21.393333   -23.071133  ...  -15.923227   -15.018639
   -15.159745 ]]"
535,-0.185908624,One Mind,-0.084531292,Album,-0.385130613,-0.136802953,Charles Manson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,535.mp3,"[[-4.3776633e+02 -3.3688632e+02 -2.9980640e+02 ... -2.6516183e+02
  -2.7255969e+02 -2.8372064e+02]
 [ 1.0008574e+02  1.4225946e+02  1.4641873e+02 ...  1.6336603e+02
   1.6934392e+02  1.6393094e+02]
 [ 6.4281563e+01  5.5150131e+01  4.6923943e+01 ...  1.4145958e+01
   2.8624159e+01  3.2541584e+01]
 ...
 [-1.4785523e+00 -3.1440182e+00 -6.0061188e+00 ...  1.5612064e+01
   1.4623978e+01  1.0334963e+01]
 [-6.2125340e+00  1.8259630e+00  2.6046700e+00 ... -8.7270927e-01
   8.4846735e-01 -5.1073444e-01]
 [-1.0919741e+01 -1.0014477e+01 -7.1363754e+00 ...  2.9248506e-01
  -4.2233047e+00 -3.3365946e+00]]"
569,-0.205847896,Cinwaves,-0.21219631,Album,-0.421253486,-0.157890248,Cinwaves,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,569.mp3,"[[-383.07635    -267.18533    -240.94896    ...  -25.187426
   -41.161755    -67.183     ]
 [ 152.09067     166.97238     160.11115    ...  121.31204
   117.41228     105.83681   ]
 [  37.877663     20.698593     25.15129    ...  -52.43998
   -63.54749     -69.35382   ]
 ...
 [  -1.0613403    -2.2001176    -1.3701463  ...  -11.685546
    -5.5137076    -1.4829443 ]
 [  -0.4072175     9.178028      4.451467   ...    4.900101
    11.394317      8.737831  ]
 [ -12.154972    -11.307671     -7.174589   ...    2.515102
     4.3585978     0.82539535]]"
586,-0.204441054,"WAR (If It Feels Good, Do It!)",-0.390927334,Album,-0.513202619,-0.151264315,DJ's of Mass Destruction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,586.mp3,"[[-3.12187134e+02 -1.69961884e+02 -1.31596664e+02 ... -8.68934555e+01
  -1.39798950e+02 -2.30610184e+02]
 [ 1.14733734e+02  1.24657806e+02  1.26586693e+02 ...  1.10408661e+02
   1.11421936e+02  1.16381371e+02]
 [ 7.37153339e+00  3.23370218e+00  4.28442907e+00 ...  3.88837433e+01
   3.56128693e+01  3.74545898e+01]
 ...
 [ 6.60950565e+00  3.38569403e+00  2.81587195e+00 ...  8.40666008e+00
   6.67581034e+00  5.17042732e+00]
 [ 1.79261589e+01  1.42927895e+01  9.68722725e+00 ...  1.48328609e+01
   1.52703114e+01  9.07326603e+00]
 [ 1.03205693e+00  2.85355592e+00  2.17843962e+00 ...  2.22889137e+00
  -2.17467308e-01 -4.72737730e-01]]"
759,-0.119509766,Love Love Love,-0.28879532,Album,-0.283329788,-0.043514024,Glass Candy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,759.mp3,"[[-1.8890189e+02 -4.3935825e+01 -4.8607006e+00 ... -1.0622974e+01
  -2.7578518e+01 -3.9692680e+01]
 [ 8.1502480e+01  7.5955200e+01  7.5266304e+01 ...  7.8120270e+01
   7.2379089e+01  7.3329872e+01]
 [ 2.9598061e+01  1.5570095e+01  1.3397038e-01 ...  2.2835879e+00
   1.5760382e+01  1.2342245e+01]
 ...
 [ 1.0529909e+01  7.8157701e+00  2.3683136e+00 ... -5.3841934e+00
  -5.7600064e+00 -4.6733384e+00]
 [ 2.3207977e+00  2.5698242e+00  4.4738999e-01 ...  1.3854673e+00
  -2.2223048e+00 -2.2477934e+00]
 [ 8.2305212e+00  4.8500423e+00  3.5023749e-02 ... -1.1861825e+01
  -1.1922379e+01 -8.9490604e+00]]"
796,-0.156723427,Quickies,0.068666728,Album,-0.575596673,-0.128441657,Glove Compartment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,796.mp3,"[[-322.56082    -186.57364    -156.56453    ... -171.05464
  -164.87886    -179.63834   ]
 [ 125.73896     121.878296    106.640686   ...   82.34474
    81.77797     103.09404   ]
 [  16.216366     -2.5418453    -8.004299   ...   33.016483
    25.829336     17.339874  ]
 ...
 [   0.42206782    1.4516335     1.0240729  ...   -6.4349403
    -8.02402      -0.8088669 ]
 [   3.6406329     6.063306      4.1055517  ...    8.868343
     6.7963095    13.616038  ]
 [  -0.8548822    -7.04924      -7.3696737  ...    1.7976706
     1.0509105     3.5135756 ]]"
831,-0.098711509,blissblood.com,-0.36539433,Single Tracks,-0.257058607,0.045725724,Here's How,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,831.mp3,"[[-316.74008   -179.0109    -156.17427   ... -179.7858    -196.23616
  -229.44319  ]
 [ 104.72447    101.50427    102.76883   ...  123.64737    137.66269
   144.32191  ]
 [ -31.715801   -33.107006   -31.36388   ...   21.013788    20.195469
    28.339943 ]
 ...
 [ -16.138247    -9.195948    -7.645735  ...   -2.1997535    4.585149
     5.883696 ]
 [ -16.779558    -6.894919    -3.6198645 ...    1.8066128    7.009192
     5.6453385]
 [   5.367504     4.549448     3.039071  ...    2.0392852    5.6066675
     5.751851 ]]"
844,-0.206754226,Heroin UK,-0.21219631,Album,-0.332588252,-0.106775908,Heroin UK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,844.mp3,"[[-251.63347   -110.10277    -71.24858   ...  -26.844923    -6.9061527
   -11.270689 ]
 [ 106.10829    106.425674   106.95325   ...   85.80414     82.02279
    86.4312   ]
 [ -19.75683    -19.924984   -18.719826  ...  -23.335484    -9.817915
    -9.050458 ]
 ...
 [ -10.410074   -12.523224    -7.220283  ...   -9.269343    -0.8463719
     6.118355 ]
 [   4.6069307    3.7550426    4.178109  ...   -4.312361     6.162058
    11.084535 ]
 [  -1.2001972   -2.7183316   -4.2189064 ...  -10.809408    -4.5673842
     2.7068126]]"
914,-0.161559445,mp3,1.396382908,Single Tracks,-0.57888057,-0.125391624,Jad Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,914.mp3,"[[-3.17469543e+02 -1.72433945e+02 -1.33444992e+02 ... -7.37409363e+01
  -7.54780502e+01 -1.06736374e+02]
 [ 1.12902374e+02  1.07758072e+02  9.81364594e+01 ...  7.08591156e+01
   7.67451935e+01  7.83109055e+01]
 [-5.09480286e+01 -5.21440964e+01 -5.47090378e+01 ... -2.40955544e+01
  -2.85080681e+01 -2.94652004e+01]
 ...
 [-2.39318047e+01 -1.84354820e+01 -1.07096586e+01 ... -5.46153963e-01
  -4.78416729e+00 -2.44556785e-01]
 [-1.26573372e+01 -9.95913315e+00 -7.73151112e+00 ... -7.39660645e+00
  -7.08396339e+00 -7.68415928e+00]
 [-2.81759906e+00 -3.72980404e+00 -4.06278563e+00 ... -1.33809290e+01
  -1.01207314e+01 -7.26339054e+00]]"
991,-0.187782158,The Sounds of Megaphone Unlimited,-0.416460337,Album,-0.326020457,-0.142534911,Jason Willett,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,991.mp3,"[[-186.05518     -48.23697     -20.577557   ... -142.65501
  -150.94432    -171.09366   ]
 [  56.054928     49.755516     54.29821    ...  127.72145
   126.037315    123.43819   ]
 [ -30.070679    -35.072845    -40.03789    ...  -26.238348
   -24.726467    -22.55156   ]
 ...
 [  22.893238     10.848185      7.4205265  ...   10.110454
    11.008059     15.362024  ]
 [  11.365032     18.890377     19.218592   ...   -3.7823668
    -0.5804591    -0.38016117]
 [  17.689968     15.839796      6.63477    ...   -4.120818
    -6.910075    -13.014298  ]]"
999,-0.177521684,The Death of Patience,-0.36539433,Album,1.174720738,-0.126495946,Kevin Shields,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,999.mp3,"[[-117.43678      31.275068     76.975426   ...   74.73833
    68.80143      29.915102  ]
 [  75.29231      80.65788      78.34546    ...   88.41289
    92.65645      94.1237    ]
 [  -8.563918    -10.249877    -17.182907   ...   -7.911543
    -5.713229     -7.102559  ]
 ...
 [  -8.895169     -7.833157     -5.8865633  ...    2.5413618
     4.9733324    10.480993  ]
 [  -8.60498      -2.188656      4.379511   ...    7.8699837
     5.5195675     8.480995  ]
 [ -13.761861     -4.332486      0.69699115 ...   -2.2924733
    -1.1187872     2.5473309 ]]"
1003,-0.217028227,Hair Line,-0.467526344,Album,-0.743075449,-0.161781669,Kevin Shields,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1003.mp3,"[[-4.7199649e+02 -4.3703094e+02 -4.1350983e+02 ... -1.7153270e+02
  -1.6524512e+02 -1.6049142e+02]
 [ 6.6579193e+01  1.0247479e+02  9.6753494e+01 ... -2.3245129e+01
  -2.2615423e+01 -2.7682007e+01]
 [ 6.0734818e+01  7.4614212e+01  4.2246338e+01 ... -1.4678238e+01
  -1.2818740e+01 -1.6026516e+01]
 ...
 [-2.7143557e+00  2.9939508e+00  6.5295213e-01 ... -3.3721042e-01
   3.9793640e-01  1.0412514e-02]
 [-4.9803257e+00 -5.7976443e-01 -2.2016449e+00 ...  4.0882382e+00
   3.8337705e+00  3.2492113e+00]
 [-6.1822681e+00 -7.0942788e+00 -5.1795182e+00 ... -1.3777459e+00
  -1.6422808e+00 -2.8023844e+00]]"
1148,-0.190859623,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,-0.390927334,Album,0.711691179,-0.088055018,Monoshock,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1148.mp3,"[[-2.02983582e+02 -4.84852715e+01 -1.10328608e+01 ...  3.19406843e+00
   3.84657264e-01  1.76210916e+00]
 [ 1.00590073e+02  1.03113708e+02  1.04455292e+02 ...  1.19126404e+02
   1.17028862e+02  1.19859375e+02]
 [-3.38369598e+01 -3.73100166e+01 -3.85392761e+01 ... -4.25334473e+01
  -3.66814766e+01 -3.36969223e+01]
 ...
 [-5.02216482e+00 -7.34939384e+00 -9.74275970e+00 ... -1.54951458e+01
  -1.38445816e+01 -9.25402927e+00]
 [-5.46892023e+00 -1.63237798e+00  7.16887116e-02 ... -4.91883612e+00
  -5.37516880e+00 -9.86580372e-01]
 [-4.89141750e+00 -1.01199293e+01 -1.23823318e+01 ... -1.21230974e+01
  -8.60098457e+00 -8.93414307e+00]]"
1159,-0.190237366,Dead And/Or Famous,-0.135597299,Album,-0.536189902,-0.148266869,Mors Ontologica,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1159.mp3,"[[-164.44162    -25.001766     4.2129917 ...    9.66857     11.285313
   -22.906338 ]
 [ 103.19565     98.734085    92.62492   ...   89.170494    96.78776
   102.35428  ]
 [ -18.399399   -25.230051   -26.054148  ...  -27.08708    -28.677177
   -22.346373 ]
 ...
 [  -8.09686    -10.564569   -11.984752  ...  -16.624186   -19.99095
   -14.638927 ]
 [  -1.7893679    0.9233428    2.1515589 ...    5.007306     3.7425337
     2.7481232]
 [   7.1899624    3.9690516    1.9870067 ...    2.5126715   -2.5113091
    -4.6794066]]"
1195,-0.173571706,Seven New Songs,-0.314328323,Album,-0.214367939,-0.123288153,Mount Eerie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1195.mp3,"[[-270.0338     -145.78242    -105.06574    ... -247.6868
  -251.66364    -242.11005   ]
 [ 164.93948     188.87985     191.01886    ...  155.12436
   159.32744     146.58759   ]
 [  11.526091    -15.636921    -18.283205   ...   -4.083638
     5.2980933    18.076427  ]
 ...
 [  -9.106335     -9.09684      -5.0208297  ...   -2.9195518
    -2.2543607     0.9693537 ]
 [  16.579006      6.06259       6.792534   ...    4.2645183
     3.5009227     5.7833023 ]
 [  10.316774     14.276093     23.574245   ...   -0.49754262
     1.5042853     0.7230058 ]]"
1229,-0.211793153,Live at the Safari,-0.339861327,Live Performance,0.603322559,-0.179030129,Mudboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1229.mp3,"[[-352.6376     -211.10997    -171.51736    ...  -63.72607
   -74.39484     -82.202255  ]
 [ 129.651       142.9208      136.14862    ...   99.982994
    90.16197      86.33826   ]
 [  12.042181    -13.460245    -24.381554   ...  -26.221958
   -21.355877     -8.064331  ]
 ...
 [   7.303048     -0.71983826   -2.6510677  ...  -12.299137
   -11.733012     -9.431905  ]
 [  -3.0802772     3.214571      3.3115625  ...   10.827135
     8.4226885     7.41759   ]
 [   5.39616       4.6612887    -5.6741867  ...   -7.4657927
    -7.049953     -8.520422  ]]"
1282,-0.202263155,IV: White Walls,-0.135597299,Album,-0.240639119,-0.144480621,Newagehillbilly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1282.mp3,"[[-210.37863    -74.78415    -46.557083  ...  -45.706482   -33.48359
   -29.001783 ]
 [  42.747078    37.554718    30.53122   ...   74.642876    88.4397
    92.62584  ]
 [  -1.089936     2.5829248    1.1476831 ...  -33.096855   -29.319008
   -36.297256 ]
 ...
 [   6.520723     4.1383886   -2.4648492 ...    1.8781141   -5.6454916
    -3.1331725]
 [  11.434102     9.304287     8.01127   ...   -3.5140035   -2.243437
     1.3812871]
 [  -2.9703603   -8.014871   -12.167     ...  -12.383162   -14.29142
   -13.690521 ]]"
1284,-0.202357847,John,-0.263262317,Album,-0.339156047,-0.137381407,Newagehillbilly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1284.mp3,"[[-3.4851004e+02 -2.2112169e+02 -1.8521696e+02 ... -7.1907387e+01
  -4.2187031e+01 -7.3860146e+01]
 [ 1.3510139e+02  1.5185306e+02  1.5117630e+02 ...  1.5479985e+02
   1.5051526e+02  1.4328134e+02]
 [-1.1900570e+01 -2.5370617e+01 -2.5972229e+01 ... -3.9147377e+01
  -4.3295563e+01 -4.2691101e+01]
 ...
 [ 7.9693317e+00  2.4896879e+00  3.6955142e+00 ... -7.0473385e-01
   3.5807687e-01  3.3880339e+00]
 [-5.4606152e+00  1.9470346e-01  3.4938583e+00 ... -3.4367604e+00
  -3.2168131e+00  1.6006310e+00]
 [-4.2479873e+00 -1.0672415e+01 -1.7310612e+01 ...  1.1335430e+01
   1.3084209e+01  1.5069975e+01]]"
1302,-0.215452294,Electrified Being,-0.339861327,Album,-0.385130613,-0.179924104,Nicky Andrews,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1302.mp3,"[[-1.64409836e+02 -3.87378769e+01 -8.55421066e+00 ... -1.08128487e+02
  -1.26412682e+02 -1.06212364e+02]
 [ 1.49148590e+02  1.54283417e+02  1.47490540e+02 ...  2.03179047e+02
   2.03103729e+02  1.76198578e+02]
 [-4.02291946e+01 -6.33351593e+01 -6.60030212e+01 ... -1.25584259e+01
  -4.82940769e+00  2.06226292e+01]
 ...
 [ 8.93338966e+00 -2.90102267e+00 -1.36122742e+01 ... -1.09010506e+01
   6.88745201e-01  5.80926299e-01]
 [-4.35674381e+00 -6.92588282e+00 -8.37846756e+00 ... -1.57388191e+01
  -6.67294216e+00 -2.90924358e+00]
 [ 5.86042404e-02  3.95220470e+00  2.65154099e+00 ... -2.06088901e+00
  -5.76990557e+00 -7.82134008e+00]]"
